Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Recommended_Exercises,Exercise_Type_Details
49,Male,70.2,1.89,194,127,51,0.7,440.0,Yoga,29.6,2.6,3,1,19.65,"Dumbbell shoulder press with body rotation, Holman Straight-Arm Side Plank Overhead Press to Chest Press, Inchworm","Type: Stretching, Equipment: Body Only, Level: Intermediate"
40,Female,62.6,1.53,197,143,73,1.93,1380.0,Cardio,18.1,2.7,5,3,26.74,"Holman Right Split Lunge, Holman Squat Pulse, Holman Left Reverse Lunge to Front Kick","Type: Cardio, Equipment: Body Only, Level: Beginner"
39,Female,60.6,1.65,162,167,63,0.92,768.0,HIIT,27.6,1.7,3,1,22.26,"Crunch - Gethin Variation, HM Prison Sit-Up, HM Air Squat","Type: Cardio, Equipment: Machine, Level: Beginner"
42,Male,76.4,1.97,165,157,65,1.14,886.0,HIIT,22.9,2.6,3,2,19.69,"Sumo deadlift, Single-Arm Dumbbell Overhead Squat, HM Air Squat","Type: Cardio, Equipment: Other, Level: Beginner"
39,Female,63.3,1.71,178,125,56,1.88,1175.0,Strength,18.5,2.7,4,3,21.65,"FYR2 Double-Kettlebell Front Squat, HM Running Lunge, HM Dead Bug","Type: Strength, Equipment: Kettlebells, Level: Intermediate"
39,Female,68.6,1.64,162,154,53,1.33,1024.0,Cardio,32.4,1.5,3,2,25.51,"Kettlebell sumo squat, Hack squat calf raise, Dumbbell seated box jump","Type: Cardio, Equipment: Other, Level: Beginner"
59,Male,123.3,1.88,177,161,67,1.3,1036.0,HIIT,23.0,2.6,4,2,34.89,"Holman Elbow Plank to Walk-Up Pike, Shuttle run training, FYR2 Kettlebell Reverse Lunge Switch Grip","Type: Cardio, Equipment: Body Only, Level: Intermediate"
23,Male,107.0,1.94,198,120,73,1.35,891.0,HIIT,23.5,2.9,2,1,28.43,"FYR2 Banded Frog Pump, Dumbbell jump squat with rotation, 30 V-Up","Type: Cardio, Equipment: Body Only, Level: Intermediate"
32,Male,68.3,1.92,168,165,54,1.42,1289.0,Strength,29.9,3.5,2,1,18.53,"Holman Heels-Elevated Sissy Squat, Decline dumbbell bench press, Bottoms-Up Clean From The Hang Position","Type: Strength, Equipment: Body Only, Level: Intermediate"
54,Female,47.8,1.6,171,155,55,1.19,830.0,Cardio,26.0,2.3,4,2,18.67,"30 Legs Barbell Front Squat, 30 Legs Seated Calf Raise, Total Fitness Skip","Type: Cardio, Equipment: Body Only, Level: Intermediate"
50,Female,58.4,1.79,164,131,56,1.6,943.0,HIIT,17.0,2.7,4,3,18.23,"Linear Acceleration Wall Drill, V-up plus knee-to-chest combo, Holman Hips-Up Weighted Pull-Over","Type: Cardio, Equipment: Body Only, Level: Intermediate"
25,Female,74.3,1.71,162,157,64,1.43,1123.0,Yoga,25.6,1.6,3,2,25.41,"Boss Everline 10-Yard Sprints, Two-Arm Kettlebell Military Press, Dumbbell straight-legged hip raise","Type: Stretching, Equipment: Body Only, Level: Intermediate"
22,Male,106.8,1.82,170,130,50,1.0,715.0,Yoga,28.2,2.3,4,2,32.24,"Holman Burpee to Forward Lunge, Flat Bench Lying Leg Raise - Gethin Variation, AM Leg Lift","Type: Stretching, Equipment: Foam Roll, Level: Intermediate"
56,Male,125.5,1.8,189,131,73,1.26,817.0,Strength,20.9,2.7,4,2,38.73,"Holman Weighted Burpee to Row, Banded Hammer Press - Gethin Variation, Bodyweight Walking Lunge","Type: Strength, Equipment: Body Only, Level: Intermediate"
21,Female,55.2,1.55,163,161,53,1.37,1103.0,Strength,31.7,1.7,4,2,22.98,"Front Squats With Two Kettlebells, Holman Boat Pull-Over, Holman Straight Plank Dumbbell Reach-Under","Type: Strength, Equipment: Barbell, Level: Intermediate"
23,Female,71.4,1.72,164,169,74,1.25,1056.0,Strength,25.6,1.5,2,1,24.13,"Holman Right Side Elbow Plank with Left Leg Swing, One-Arm Kettlebell Floor Press, Chest Push (multiple response)","Type: Strength, Equipment: E-Z Curl Bar, Level: Beginner"
49,Male,77.7,1.61,160,158,50,1.03,806.0,Strength,26.7,3.4,3,2,29.98,"King Maker Push-up, Holman Left Reverse Lunge to Front Kick, Hanging exercise ball leg raise","Type: Strength, Equipment: Body Only, Level: Intermediate"
47,Male,88.4,1.6,186,126,60,1.86,1160.0,HIIT,14.2,3.5,5,3,34.53,"FYR2 Medicine Ball Knees-to-Chest, Landmine twist, Bear crawl hold","Type: Cardio, Equipment: Body Only, Level: Intermediate"
52,Male,104.8,1.99,187,130,67,0.93,598.0,Cardio,24.0,2.0,2,1,26.46,"Dumbbell lateral hop to sprint, FYR2 Reverse Burpee, Sprawl frog kick","Type: Cardio, Equipment: Body Only, Level: Intermediate"
57,Male,82.2,1.69,188,155,63,1.15,882.0,Strength,25.2,3.4,4,2,28.78,"HM Slow Mountain Climber, Double-arm triceps kick-back, MetaBurn Plank With Dumbbell Rotation","Type: Strength, Equipment: Dumbbell, Level: Intermediate"
33,Female,68.2,1.75,177,150,71,0.85,638.0,Strength,29.0,1.7,2,1,22.27,"MetaBurn Dumbbell Burpee, HM Air Squat, Holman Weighted Burpee to Side Delt Raise","Type: Strength, Equipment: Body Only, Level: Intermediate"
30,Male,91.4,1.99,171,152,60,1.37,1145.0,HIIT,23.0,3.7,3,2,23.08,"Iron Crosses (stretch), FYR Jumping Lunge, AM Ab Machine","Type: Cardio, Equipment: Machine, Level: Intermediate"
59,Female,42.1,1.65,172,132,59,1.22,725.0,Strength,33.0,2.2,2,1,15.46,"Single-arm dumbbell floor press, Cable rope push-down, Dumbbell Alternating Lunge","Type: Strength, Equipment: Body Only, Level: Intermediate"
47,Female,68.7,1.76,161,137,66,1.37,845.0,Strength,27.7,2.4,3,2,22.18,"Holman Sit Back Push-Up, HM World's Greatest Stretch, Seated palms-up wrist curl","Type: Strength, Equipment: Body Only, Level: Intermediate"
36,Female,47.2,1.74,196,160,53,1.5,1200.0,Cardio,32.2,1.6,4,2,15.59,"HM Alternating Sprawl Kick-Through, Leg Extension - Gethin Variation, Seated leg press-","Type: Cardio, Equipment: Body Only, Level: Intermediate"
34,Male,92.0,1.76,175,143,73,0.73,574.0,Yoga,22.1,3.5,3,1,29.7,"Standing Two-Arm Overhead Throw, Holman Feet-Elevated Hip Raise, AM Dumbbell Side Raise","Type: Stretching, Equipment: Body Only, Level: Beginner"
36,Male,56.2,1.95,183,128,64,1.09,767.0,Strength,22.5,3.4,4,2,14.78,"FYR2 Squat-Clean-Alternating-Press Complex, Holman Left Lunge Hop to Overhead Press, Tate Press","Type: Strength, Equipment: Body Only, Level: Intermediate"
45,Male,58.4,1.72,194,150,65,1.31,973.0,HIIT,23.4,3.1,4,2,19.74,"Holman Elbow Plank to Alternating Side Plank Crunch, Line-Drill Foot Work, Holman Reverse Crunch to Hip Raise","Type: Cardio, Equipment: Body Only, Level: Beginner"
43,Male,82.9,1.95,181,160,70,1.9,1505.0,Cardio,12.9,3.5,5,3,21.8,"Boss Everline Suspension Side Run, King Maker Weighted Jump Squat, AM Leg Press","Type: Cardio, Equipment: Machine, Level: Beginner"
54,Female,66.9,1.74,195,129,62,1.24,720.0,HIIT,29.5,2.1,2,1,22.1,"Burpee box jump, On-Your-Back Quad Stretch, UP Quad Extension","Type: Cardio, Equipment: Machine, Level: Intermediate"
43,Male,66.3,1.85,170,121,58,1.18,707.0,Cardio,27.5,3.2,2,1,19.37,"HM Wide Jump Squat, Spider lunge stretch, Reverse Hyperextension","Type: Cardio, Equipment: Body Only, Level: Intermediate"
40,Male,93.6,1.93,188,157,60,1.38,1192.0,Cardio,22.1,2.0,3,1,25.13,"Bouncing lunge, Holman Right Reverse Lunge, Power clean","Type: Cardio, Equipment: Other, Level: Intermediate"
26,Female,64.1,1.5,194,134,60,1.93,1293.0,Strength,15.1,2.7,5,3,28.49,"Holman Biceps Curl to Chest Punch, Wide-grip hands-elevated push-up, Standing torso twist stretch","Type: Strength, Equipment: Body Only, Level: Intermediate"
29,Male,86.7,1.62,174,122,55,1.52,1020.0,Strength,13.9,3.5,4,3,33.04,"Lying leg curl, Downward Facing Balance, Chain Handle Extension","Type: Strength, Equipment: Body Only, Level: Intermediate"
18,Female,62.0,1.59,190,162,50,1.23,996.0,Strength,33.2,2.2,4,2,24.52,"Holman Weighted W-Boat to Overhead Press, MetaBurn Alternating Diagonal Sprawl, Standing palms-in shoulder press","Type: Strength, Equipment: Bands, Level: Beginner"
18,Female,58.1,1.61,175,150,71,1.9,1425.0,Yoga,15.3,2.7,4,3,22.41,"Shoulder Circles, Slalom jumps, Sit-up with single-arm overhand throw","Type: Stretching, Equipment: Exercise Ball, Level: Beginner"
51,Female,64.9,1.6,169,125,55,1.49,838.0,Yoga,31.1,2.5,4,2,25.35,"Holman Left Arm Heavy Overhead Press, Sled push-, Holman Standing Russian Twist","Type: Stretching, Equipment: Body Only, Level: Intermediate"
49,Female,69.3,1.62,191,122,62,1.14,626.0,HIIT,28.8,1.9,4,2,26.41,"30 Flutter Kick, Lying Machine Squat, Twisting Mountain Climbers","Type: Cardio, Equipment: Other, Level: Intermediate"
42,Female,42.7,1.74,161,130,71,1.04,608.0,Strength,32.9,1.6,3,1,14.1,"Split Snatch, Holman Left Arm Heavy Overhead Press, Romanian Deadlift with Kettlebell","Type: Strength, Equipment: Body Only, Level: Intermediate"
57,Female,51.4,1.63,183,134,73,1.2,724.0,Yoga,33.7,2.0,4,2,19.35,"Elbow plank, Medicine ball Russian twist, Holman Ninja Knee Hill Climber","Type: Stretching, Equipment: Foam Roll, Level: Intermediate"
18,Female,67.4,1.6,182,164,71,0.6,492.0,Strength,33.5,2.4,3,1,26.33,"Holman Seated Knee Pull-In Series, MetaBurn Dumbbell Drag Curl, Holman Elbow Plank to Alternating Side Plank Crunch","Type: Strength, Equipment: Body Only, Level: Intermediate"
33,Female,55.6,1.61,161,147,54,1.77,1301.0,Yoga,18.9,2.7,4,3,21.45,"Plank Push-Up, Cross-body plank march, Double Kettlebell Alternating Hang Clean","Type: Stretching, Equipment: Body Only, Level: Intermediate"
56,Male,125.3,1.86,197,129,64,1.0,639.0,Yoga,22.7,2.2,3,2,36.22,"Band Good Morning (Pull Through), HM Kettlebell Windmill, Seated Overhead Stretch","Type: Stretching, Equipment: nan, Level: Beginner"
22,Male,102.1,1.85,190,157,67,1.48,1278.0,Cardio,28.1,2.4,4,2,29.83,"Paul Carter Back Squat, Power Clean from Blocks, 30 Legs Leg Press","Type: Cardio, Equipment: Machine, Level: Intermediate"
39,Male,61.9,1.77,199,166,69,1.32,1205.0,Strength,25.3,2.3,3,1,19.76,"HM Seated Twist, Weighted Ball Side Bend, Dumbbell lateral hop","Type: Strength, Equipment: Body Only, Level: Beginner"
46,Male,108.8,1.64,185,169,63,1.4,1171.0,Strength,20.5,3.4,3,1,40.45,"AA Incline Bench Dumbbell Reverse Fly, Holman Straight-Legged Hip Raise, HM Running Man Crunch","Type: Strength, Equipment: Body Only, Level: Intermediate"
20,Female,51.1,1.58,188,169,64,0.5,422.0,Yoga,29.6,1.6,2,1,20.47,"Holman Plate Elbow Plank Jack to Straight Plank Jack, 30 Shoulders Single-Arm Bent-Over Cable Reverse Fly, One-Arm Cable Side Raise - Gethin Variation","Type: Stretching, Equipment: Body Only, Level: Intermediate"
29,Male,81.7,1.99,162,126,54,1.45,1005.0,Strength,29.4,3.2,2,1,20.63,"Standing Inner-Biceps Curl, FYR2 Kettlebell Goblet-Squat-Deadlift Complex, Single-arm barbell lateral raise","Type: Strength, Equipment: Cable, Level: Intermediate"
43,Female,42.7,1.66,173,134,53,0.73,440.0,Yoga,33.9,1.9,2,1,15.5,"Alternating sit-through with crunch-, Rusin Banded Face Pull, Single-dumbbell front raise","Type: Stretching, Equipment: Body Only, Level: Intermediate"
33,Male,81.8,1.99,184,137,51,1.59,1198.0,Strength,10.5,3.5,4,3,20.66,"Hip Stretch With Twist, Dumbbell Walking Lunge, X-body V-up","Type: Strength, Equipment: Other, Level: Intermediate"
54,Male,54.6,1.76,160,137,56,1.28,868.0,Cardio,27.4,3.3,4,2,17.63,"Side-to-side box skip, Reverse Band Power Squat, King Maker Burpee","Type: Cardio, Equipment: Other, Level: Intermediate"
39,Male,107.7,1.88,162,160,59,0.72,634.0,Strength,28.1,3.6,2,1,30.47,"Holman Weighted W-Boat to Overhead Press, Single-arm banded landmine press, Holman Alternating Up-Down Plank to Push-Up","Type: Strength, Equipment: Body Only, Level: Intermediate"
46,Female,56.9,1.6,185,143,65,0.88,566.0,Cardio,27.7,1.6,3,1,22.23,"Holman Weighted Half Jack to Biceps Curl, AM Seated Hamstring Curl, Alternating standing knee-pull stretch","Type: Cardio, Equipment: Machine, Level: Intermediate"
31,Male,78.8,1.71,177,121,59,1.49,992.0,HIIT,24.7,2.5,4,2,26.95,"Narrow-stance hack squat, KV Cable Squat, Frog kick","Type: Cardio, Equipment: Machine, Level: Intermediate"
45,Female,48.2,1.64,168,159,67,1.25,894.0,Strength,32.1,2.5,4,2,17.92,"FYR Running Lunge, HM Boat Pose, MetaBurn Alternating Curtsy Lunge With High Knee","Type: Strength, Equipment: Body Only, Level: Intermediate"
22,Female,50.7,1.59,197,139,66,1.27,883.0,Strength,29.4,1.8,3,2,20.05,"Machine Bicep Curl, MetaBurn Dumbbell Overhead Press, Barbell Bench Press-Wide Grip","Type: Strength, Equipment: Cable, Level: Intermediate"
47,Male,86.6,1.99,182,153,70,1.98,1500.0,Strength,10.6,3.5,4,3,21.87,"30 Shoulders Standing Barbell Press, Seated leg press-, FYR Push-Up","Type: Strength, Equipment: Dumbbell, Level: Intermediate"
22,Male,96.3,1.63,180,162,62,1.35,1203.0,Cardio,27.1,2.4,4,2,36.25,"Vertical Swing, UN Barbell Box Squat, Burpee box jump","Type: Cardio, Equipment: Body Only, Level: Intermediate"
29,Male,80.8,1.98,160,145,50,1.65,1316.0,Strength,14.6,3.5,5,3,20.61,"Standing Cable Wood Chop, FYR2 Single-Dumbbell Overhead Press, HM Air Squat","Type: Strength, Equipment: E-Z Curl Bar, Level: Beginner"
33,Female,58.0,1.53,180,126,50,1.84,1159.0,Strength,18.3,2.7,5,3,24.78,"Standing barbell calf raise, Holman Fast Feet with Hands Up, FYR Push-Up","Type: Strength, Equipment: Dumbbell, Level: Intermediate"
43,Male,95.9,1.85,186,157,64,1.28,995.0,Yoga,27.7,3.4,2,1,28.02,"Landmine twist, Holman Straight Plank with Alternating Diagonal Sit-Back, FYR Rope Jumping","Type: Stretching, Equipment: nan, Level: Beginner"
43,Female,61.5,1.58,165,149,50,1.86,1247.0,HIIT,16.8,2.7,5,3,24.64,"Holman 180 Jump to Lunge, HM Half-Up, Suicides","Type: Cardio, Equipment: Machine, Level: Intermediate"
38,Female,40.6,1.79,195,161,55,0.62,499.0,Cardio,26.8,2.7,2,1,12.67,"Dumbbell Bulgarian split squat, AM Leg Press, Holman Left Lunge Hop to Overhead Press","Type: Cardio, Equipment: Machine, Level: Intermediate"
56,Male,82.5,1.87,187,124,74,1.51,927.0,Yoga,13.2,3.5,5,3,23.59,"FYR2 Kettlebell Swing Clean and Press, 30 Shoulders Leg Press Shoulder Press, HM Alternating Sprawl Kick-Through","Type: Stretching, Equipment: Body Only, Level: Beginner"
53,Male,105.1,1.84,176,130,62,0.69,444.0,Cardio,23.3,2.9,3,1,31.04,"On Your Side Quad Stretch, Single-Arm Dumbbell Snatch, Total Fitness Spider Lunge","Type: Cardio, Equipment: Body Only, Level: Intermediate"
50,Female,58.1,1.58,199,120,50,1.93,1042.0,Yoga,19.3,2.7,5,3,23.27,"90/90 Hamstring, Gorilla Chin/Crunch, Burpee over kettlebell","Type: Stretching, Equipment: Body Only, Level: Intermediate"
47,Female,61.0,1.76,162,153,54,1.54,1060.0,HIIT,15.6,2.7,5,3,19.69,"Holman Crab Kick, Band Good Morning (Pull Through), 30 Hanging Oblique Crunch","Type: Cardio, Equipment: Machine, Level: Intermediate"
54,Female,64.5,1.53,171,120,58,1.74,940.0,Yoga,17.2,2.7,4,3,27.55,"Kettlebell pirate ship, FYR2 Dumbbell Front Raise, Holman Towel Hill Climber","Type: Stretching, Equipment: nan, Level: Beginner"
40,Male,58.2,1.98,198,138,74,1.43,1085.0,Cardio,24.0,2.5,3,2,14.85,"Holman Left Leg Hop to Left Reverse Lunge, Single-leg box squat, Ankle Circles","Type: Cardio, Equipment: Machine, Level: Intermediate"
27,Female,69.5,1.76,171,121,66,0.94,569.0,Strength,34.4,2.0,3,1,22.44,"Standing One-Arm Cable Curl, Feet-elevated push-up, 30 Decline Press Sit-Up","Type: Strength, Equipment: Body Only, Level: Intermediate"
22,Male,62.2,1.84,161,140,65,0.51,393.0,Strength,21.5,2.3,3,1,18.37,"Medicine ball scoop throw, 30 Legs Lying Leg Curl, Standing Biceps Cable Curl","Type: Strength, Equipment: Other, Level: Intermediate"
53,Female,68.0,1.7,181,139,57,1.06,663.0,HIIT,25.1,2.4,4,2,23.53,"Holman Right Lunge with Right Biceps Curl, Holman Right Side Plank with Left Triceps Press, Holman Elbow Plank to Renegade Row","Type: Cardio, Equipment: Machine, Level: Intermediate"
51,Female,56.3,1.5,182,142,66,1.43,914.0,Cardio,27.4,2.4,3,1,25.02,"Heaving Snatch Balance, HM Single-Leg Squat on Chair, Box Jump (Multiple Response)","Type: Cardio, Equipment: Body Only, Level: Intermediate"
48,Male,94.5,1.7,189,140,64,1.01,700.0,Cardio,28.2,3.5,3,2,32.7,"Holman Bear Crawl to Shoulder Tap, Dumbbell Goblet Squat, Holman Weighted Burpee to Belly Touch","Type: Cardio, Equipment: Machine, Level: Intermediate"
27,Female,58.0,1.79,164,143,73,1.39,994.0,Cardio,27.1,1.5,2,1,18.1,"Seated Hamstring Curl - Gethin Variation, HM Butt Kickers, Holman Towel Left Side Squat","Type: Cardio, Equipment: Body Only, Level: Intermediate"
36,Male,84.0,1.94,168,123,50,1.8,1218.0,HIIT,11.2,3.5,5,3,22.32,"HM Slow Sit-Up, HM Floor Wiper, Holman Squat Thrust to Alternating Front Raise","Type: Cardio, Equipment: Body Only, Level: Beginner"
49,Male,61.0,1.87,180,131,61,1.14,739.0,Strength,21.3,3.0,4,2,17.44,"Front-To-Back Barbell Squat, FYR Progressive High Knee, Seated cable chest fly","Type: Strength, Equipment: Body Only, Level: Intermediate"
18,Female,64.8,1.53,170,141,54,1.98,1396.0,Yoga,18.6,2.7,5,3,27.68,"Overhead dumbbell front raise, Holman Heavy Right Arm Overhead Press, 30 V-Up","Type: Stretching, Equipment: Body Only, Level: Intermediate"
22,Male,45.7,1.77,164,139,73,1.04,795.0,HIIT,20.7,2.4,3,1,14.59,"Dumbbell split squat, FYR2 Kettlebell Duck Walk, Holman Straight Plank Jack","Type: Cardio, Equipment: Other, Level: Beginner"
21,Male,80.9,1.9,194,137,55,1.8,1356.0,Yoga,11.7,3.5,4,3,22.41,"Incline Dumbbell Y Raise, Seated leg lift, Medicine ball half moon","Type: Stretching, Equipment: Other, Level: Beginner"
33,Female,64.1,1.63,186,120,74,1.58,948.0,Strength,16.4,2.7,5,3,24.13,"Muscle Beach Skip, Single-leg V-up, Hang Snatch - Below Knees","Type: Strength, Equipment: Medicine Ball, Level: Intermediate"
41,Male,67.0,1.77,161,149,50,1.22,900.0,HIIT,25.6,2.6,3,2,21.39,"UNS T-spine rotation with reach, Muscle Beach Skip, HM Side-Bend Pose","Type: Cardio, Equipment: Body Only, Level: Intermediate"
33,Male,106.5,1.6,183,152,74,1.4,1170.0,Strength,27.3,3.3,4,2,41.6,"Holman 180 Jump to Renegade Side Raise, Dumbbell Crunch - Gethin Variation, Crab walk","Type: Strength, Equipment: Other, Level: Intermediate"
19,Male,95.1,1.85,190,143,50,1.21,952.0,Yoga,25.3,2.3,4,2,27.79,"Butterfly crunch, Bear crawl up-down, Standing cable low-to-high twist","Type: Stretching, Equipment: nan, Level: Beginner"
45,Female,65.5,1.57,192,133,59,0.66,395.0,Cardio,34.3,2.3,2,1,26.57,"Trap Bar Jump, MetaBurn Reverse Lunge With Overhead Raise, Romanian Deadlift from Deficit","Type: Cardio, Equipment: Body Only, Level: Intermediate"
49,Male,105.7,1.64,198,155,59,1.2,921.0,Cardio,29.5,3.1,3,2,39.3,"FYR2 Double-Kettlebell Front Squat, MetaBurn Star Jump, Skating","Type: Cardio, Equipment: Machine, Level: Intermediate"
44,Female,48.0,1.76,189,124,52,0.88,491.0,Yoga,28.6,2.6,2,1,15.5,"Alternating lying leg raise, Partner resistance standing twist, Cross-Body Crunch - Gethin Variation","Type: Stretching, Equipment: Body Only, Level: Beginner"
37,Female,69.5,1.5,196,130,66,0.69,448.0,Cardio,32.8,2.4,2,1,30.89,"Barbell step-down reverse lunge, Squat Isometric Hold, Holman Burpee to Biceps Curl","Type: Cardio, Equipment: Body Only, Level: Beginner"
41,Male,66.1,1.69,187,143,68,0.77,545.0,Yoga,27.4,3.4,2,1,23.14,"Incline anti-gravity shoulder press, Crunch - Gethin Variation, Bear crawl fire feet","Type: Stretching, Equipment: Foam Roll, Level: Intermediate"
29,Male,68.0,1.7,190,150,60,0.76,627.0,HIIT,28.9,2.9,2,1,23.53,"HM Dead Bug, MetaBurn Alternating Dumbbell Sit-Through, Treadmill jogging","Type: Cardio, Equipment: Other, Level: Beginner"
52,Male,50.3,1.78,170,132,67,0.85,555.0,HIIT,24.5,2.3,2,1,15.88,"Kettlebell swing, Holman Quad Touch Jump, Romanian Deadlift","Type: Cardio, Equipment: Body Only, Level: Intermediate"
50,Female,69.3,1.68,182,135,51,1.2,729.0,HIIT,30.3,2.0,2,1,24.55,"Dumbbell V-Sit Cross Jab, FYR Sprinter Burpee, Weighted Crunches","Type: Cardio, Equipment: Machine, Level: Intermediate"
50,Male,86.7,1.63,161,143,58,1.7,1203.0,Cardio,12.1,3.5,4,3,32.63,"HM Squat with Alternating Leg Extension, World's greatest stretch, Smith Machine Reverse Calf Raises","Type: Cardio, Equipment: Body Only, Level: Beginner"
54,Male,125.9,1.94,199,132,73,1.35,882.0,Strength,28.5,2.9,3,2,33.45,"FYR Dumbbell Arnold Press, Holman Left Squat Thrust, HM Seated Twist","Type: Strength, Equipment: Dumbbell, Level: Intermediate"
29,Male,88.1,1.93,186,143,66,1.88,1479.0,Cardio,11.1,3.5,5,3,23.65,"Holman Squat Thrust to Push-Up to Super Woman, Plyometric Power Clean, Single-leg hack squat","Type: Cardio, Equipment: Body Only, Level: Intermediate"
20,Male,124.3,1.82,194,145,63,1.25,997.0,Cardio,22.4,3.2,3,2,37.53,"Holman Pilates Single-Leg Stretch, Broad jump, Calf SMR","Type: Cardio, Equipment: Body Only, Level: Intermediate"
18,Male,62.0,1.85,161,121,53,0.88,586.0,Strength,23.7,3.0,3,1,18.12,"Decline Dumbbell Triceps Extension, 30 Arms Cable Rope Overhead Triceps Extension, Standing Calf Raise","Type: Strength, Equipment: Body Only, Level: Intermediate"
50,Female,69.7,1.72,198,135,66,1.24,753.0,Strength,27.3,2.0,4,2,23.56,"Groiner, Standing Cable Wood Chop, FYR2 Lateral Band Walk","Type: Strength, Equipment: Body Only, Level: Intermediate"
57,Female,60.9,1.52,196,157,66,1.31,926.0,Strength,30.6,1.8,3,2,26.36,"Single-Arm Cable Outward-Facing Biceps Curl, Exercise ball leg curl, 30 Chest High-To-Low Cable Fly","Type: Strength, Equipment: Body Only, Level: Intermediate"
27,Male,76.5,1.97,180,165,61,1.13,1025.0,Strength,21.3,2.3,2,1,19.71,"Holman Slow Weighted Double Pike, Exercise ball Bulgarian split squat, Single-leg V-up","Type: Strength, Equipment: Cable, Level: Intermediate"
